id,host_id,name,neighbourhood_cleansed,cluster_kmeans
629615505668589899,2635540,Danish Delight for design lovers,Nrrebro,1
629663256258937299,18920350,Family friendly by the water,Vesterbro-Kongens Enghave,4
629793341555110427,459785879,Apartment in the middle of the city,Nrrebro,0
629996843961698688,29616575,Penthouse på Frederiksberg med privat tagterrasse,Frederiksberg,4
630102280716093350,34712053,Charming and spacious appt. in trendy Vesterbro,Vesterbro-Kongens Enghave,3
630103876331028174,23910533,Skøn lejlighed med stor altan og morgensol,Amager st,0
630113886086818419,134075189,Dejligt hus med skøn have nær centrum og strand,Amager Vest,4
630167605033270981,38846958,Lovely flat with a court yard,Nrrebro,4
630200693420093537,50092012,Bright and nice 5th floor apartment,Nrrebro,4
630285828404826978,246500243,Skøn lejlighed med stor terrasse i VM-Bjerget,Amager Vest,4
631090612608371102,169262628,Cozy apartment in world's coolest neighborhood!,Nrrebro,0
631090801576868608,504972571,"Fed lejlighed i stuen af villa, midt Frederiksberg",Frederiksberg,1
631178787741112376,21947558,Best terrace of Copenhagen!  In modern NV apt.,Bispebjerg,1
631408211629905360,424166504,Cosy 6 room apt. in the heart of Frederiksberg,Frederiksberg,1
631559232802115403,181031590,Cool and cosy 1-bedroom condo,Vesterbro-Kongens Enghave,3
631596481158356939,119558676,Hyggelig og charmerende kælderlejlighed,Amager Vest,0
631614190277101507,360018353,"Stor lys lejlighed, i hjertet af Valby",Valby,4
631671588680222389,460178204,Wonderfull penthouse with full harbour view,Vesterbro-Kongens Enghave,4
632190049967762647,3102622,Eksklusiv Hellerupvilla med stor have,Bispebjerg,2
632229611445414277,172213866,"6 sal, vand, Skøn Lejlighed, København.",Vesterbro-Kongens Enghave,1
632273958301454247,460302117,I byen tæt på naturen,sterbro,0
632286212797036229,460304959,Family-friendly appartment with two bedrooms,Nrrebro,0
632331888693467522,166160850,Central og hyggelig lejlighed på Frederiksberg,Frederiksberg,0
632337406126166983,450303636,Penthouse på Frederiksberg,Frederiksberg,1
632574656787224340,213285425,"Super hyggelig, stille, tæt på metro og strand",Amager st,0
632594077045518604,33777500,Newly renovated luxury flat in lovely Osterbro,sterbro,0
632619187077160023,43882901,Roligt hjem i hjertet af Nørrebro,Nrrebro,4
632657637229561903,460412283,Ground floor in a wonderful garden house,Vanlse,4
632941066091550548,65987413,Skøn lejlighed i hjertet af Frederiksberg,Frederiksberg,0
632980058930949082,102257881,150 square meters in the heart of Copenhagen,Vesterbro-Kongens Enghave,1
633046902948779313,159873049,Skøn lejlighed i Københavns dejligste område,Vesterbro-Kongens Enghave,3
633054952376640403,96844268,Skønt byhus i København med gårdhave.,sterbro,4
633064688402458901,204449136,"Lovely, central apartment in Frederiksberg",Nrrebro,0
633344840308677544,31515836,Modern apartment in the heart of Copenhagen,Indre By,4
633648922495350661,31520075,Cozy beautiful apartment with balcony near City,Valby,0
633663064456945078,460651868,Cute copenhagen apartment 1 min away from metro,Frederiksberg,0
633696693489134536,246836907,Stay right in the middle of everyting,Indre By,1
633727663190899434,428924820,Charming apartment in the heart of Nørrebro,Nrrebro,0
633737748181709280,184394349,Lejlighed i København,Amager st,0
633739113204239473,7460051,Værelse på Amager,Amager Vest,0
633866895968332184,5553257,5 room apartment in Nordvest,Bispebjerg,4
633914122350960120,460711494,Frederiksberg 2BD/1BA Balcony FreeParking,Frederiksberg,4
634333925045887594,53273714,Luxurious group friendly apartment w. amazing view,Vesterbro-Kongens Enghave,4
634408643303082700,412116663,Skøn 2-værelses lejlighed,Amager st,0
634501863508105715,17886933,Sunny and stylish apartment in the city center,Indre By,0
634507138296534015,24886469,Great view close to Beach and metro,Amager st,4
634838546580522859,165221055,Skøn lille lejlighed i København,sterbro,0
635115663011446297,30695630,Herskabslejlighed med solrig altan,sterbro,0
635377552778521109,30643248,Skøn 2 værelset lejlighed tæt på metro,Vesterbro-Kongens Enghave,3
635392332161039393,2877669,Bright harbourside apartment with balcony,Vesterbro-Kongens Enghave,2
635520430917340480,81286604,Private apartment with space for life,Amager Vest,0
635840412518135177,425136582,Airy apartment with a view of Den Røde Plads,Nrrebro,0
636017319125304792,168746818,Nice and bright apartment in trendy Nørrebro,Nrrebro,0
636054016110928421,461203679,Nyistandsat lejlighed på Frederiksberg,Frederiksberg,0
636075309163566595,461207829,Lovely 2-room apartment in Copenhagen,Vesterbro-Kongens Enghave,3
636092167109381092,60982935,CPH Apartment w. private roof top close to Metro,Frederiksberg,1
636182421809252065,309940903,Cozy apartment in the heart of Copenhagen,Indre By,1
636593259879382809,52779893,"Cozy 3-room apartment, in the heart of Østerbro",sterbro,0
636618181190009513,7266104,"Hus i København, Danmark",Bispebjerg,2
636654397213380978,15598249,Cozy apt with rooftop & view of Copenhagen skyline,Frederiksberg,0
636850217060909519,15176183,Beautiful & spacious apt in the heart of Vesterbro,Vesterbro-Kongens Enghave,3
636879587000104415,14197147,Central CPH | Big Apt Right Next to Canals & Metro,Vesterbro-Kongens Enghave,2
637040307294391307,78559727,Luxury apartment with privat parking place.,Vesterbro-Kongens Enghave,3
637452758955678177,16031613,Cosy and nice apartment with a backyard,Nrrebro,1
637466218647635101,31983267,"wonderfull copenhaguen; Family condo,  Metro 3min",Vesterbro-Kongens Enghave,1
637498931636385755,461498085,Appartment with garden in Brumleby on Østerbro,sterbro,4
637552278032028975,20675171,Moderne lejlighed med altan 10 min fra centrum.,Frederiksberg,0
637561520480730730,18785261,Family-friendly home with peaceful outdoor areas,sterbro,4
637578206887446543,9665300,Cozy loft in Vanløse,Vanlse,0
637582584625974810,37014238,Large and sunny room,Vesterbro-Kongens Enghave,3
638034187031068546,58005190,Light & cozy apartment in CPH!,Vesterbro-Kongens Enghave,3
638047313497745973,129907219,Spacious apartment on the Christianshavn canals,Indre By,1
638111623848233559,56702161,"Waterfront Home, 155sqm in city center of CPH",Indre By,1
638138342642817767,230842020,Cosy apartment in Copenhagen,Nrrebro,0
638146009208373796,106408414,"""Hyggelig"" Nørrebro apartment with lovely balcony",Nrrebro,0
638173804308325518,45291524,Your Home Away From Home,sterbro,0
638210725327142752,349300783,Charmerende 2-værelses lejlighed i NV,Bispebjerg,0
638220796217313031,461669278,Spacious apartment in central Copenhagen,Indre By,1
638233004422174920,957885,Large fashionable apartment overlooking Copenhagen,sterbro,1
638305502995597149,461696462,Hyggelig lejlighed i hjertet af Nørrebro,Nrrebro,0
638337701811262925,3199034,Lys og tæt på alt,Vesterbro-Kongens Enghave,3
638345954746438246,280876857,4-bedroom townhouse with private roof terrace,Amager Vest,2
638383017969164229,50146505,Central 80m2 apartment w. balcony,Vesterbro-Kongens Enghave,3
638386936715714956,279088571,Lejlighed med to altaner,Amager Vest,0
638399713170172335,456118835,Hyggeligt lejlighed med altan. Tæt på by og strand,Amager st,0
638470139243849630,261965823,Loft apartment with Terrace in Vesterbro,Vesterbro-Kongens Enghave,3
638675565054745848,17924056,Cozy apartment in the heart of Vesterbro,Vesterbro-Kongens Enghave,3
638740512336390934,125566219,Wonderfull apartment right next to Østerbrogade,sterbro,0
638767453099287377,23619780,Apartment right by Central Station,Vesterbro-Kongens Enghave,4
638791736928764485,12319329,Klassisk 2V'er med altan ved Nørrebroparken,Nrrebro,0
638887827568938211,400575489,Lejlighed med udsigt til Kbh havn og amager fælled,Vesterbro-Kongens Enghave,3
638977330942169969,390473222,Lovely appartement in the heart of Copenhagen,Indre By,0
639045271959294038,405118961,Apartment in Copenhagen,Bispebjerg,4
639049404322943658,69572796,Modern apartment in the centre of Copenhagen,Indre By,1
639063882161727086,461877418,"Gratis cykel, tæt på byen, metro og parken.",sterbro,1
639066336706674462,197260909,Godt placeret lejlighed på Nørrebro + Gårdhave,Nrrebro,0
639135821040637737,93094604,Skøn lys penthouselejlighed på Østerbro,Indre By,4
639167758689741073,74576244,Bright big apartment in the heart of Nørrebro,Frederiksberg,4
639452629680744306,13404176,"Lys, central lejlighed på Vesterbro",Vesterbro-Kongens Enghave,3
639596588167386256,57483347,"Lovely 3 BR modern condo in Carlsberg, Copenhagen",Vesterbro-Kongens Enghave,4
639605966549868586,14444009,Super lækker villa i børnevenligt område.,Vanlse,2
639642335277359335,462014649,Dejlig lejlighed med altan,sterbro,0
639660799098495211,180920724,Apartment in Copenhagen N/NV,Bispebjerg,4
639696891851413547,69967358,Skøn lejlighed centralt på Frederiksberg,Frederiksberg,0
639778687252081999,58503737,Nice light apartment with cool courtyard,Valby,0
639800310102475375,61820956,Spacious apartment in central Copenhagen.,Indre By,1
639925412583475045,187610263,Close to the lakes - center - 2 people (1493/1),Indre By,0
640145117700759552,47473418,Cozy 2 bedroom apartment in the heart of Vesterbro,Vesterbro-Kongens Enghave,3
640261116200568425,8936116,Rolig lejlighed - most hip område på Vesterbro,Vesterbro-Kongens Enghave,3
640319922862809570,187610263,Østerbro - 2 Bedroom Apartment - Vordingborggade -,sterbro,4
640375521079773836,14918830,Skøn lejlighed med gårdhave,Vanlse,0
640386347889761691,456157318,A wonderful place to be in Copenhaguen,Vanlse,2
640470696729694867,20221285,Lovely 2 bedroom apartment at Nørrebro,Nrrebro,4
640575861472253702,9799014,Skøn københavner lejlighed tæt på grønne områder,sterbro,0
640580528296780786,240811761,Lovely apartment in central Frederiksberg,Frederiksberg,1
640872341935284423,29426762,Lovely 2-bedroom appartement close to city center,Amager Vest,4
640988137582957148,6878008,Charming apartment with balcony in the best area,Nrrebro,0
640998803759636454,308632764,"Mini træhytte i København. Hygge, have og fri bar!",Amager Vest,0
641050578816264359,88792202,Lovely apartment overlooking the lakes,Indre By,4
641055319371799425,83110240,Lejlighed på Frederiksberg,Frederiksberg,4
641092575505199685,153269876,Skøn lejlighed i København,sterbro,0
641113289348621293,61355934,"Bright, 2-bedroom w Balcony overlooking the canals",Vesterbro-Kongens Enghave,4
641252653177512882,39691896,"Charmerende, central & rolig lejlighed❤️",Indre By,1
641277487084883996,13376448,Billigt værelse centralt på Frederiksberg!,Frederiksberg,0
641277758926593511,7717205,Super cozy apartment in the heart of Nørrebro,Nrrebro,0
641629393397110055,3713626,Hyggeligt lille værelse i privat hjem,Amager Vest,0
641678492406409577,3455089,Spacious penthouse in the heart of Copenhagen,Frederiksberg,0
641947564881344646,45797483,Cozy and big apartment in central Copenhagen,Vesterbro-Kongens Enghave,3
641955353109727994,7092453,"Bright, spacious apartment with balcony and yard",Vesterbro-Kongens Enghave,4
642334691368000957,402971743,En Oase Et freds fyldt sted,Frederiksberg,0
642530996027988570,11518470,Cheerful 3-bedroom townhouse close to city centre,Amager Vest,2
642535356235641766,69318731,Stylish apartment in the heart of Copenhagen,Indre By,0
642598278653045210,48552684,Trendy large apartment in central Copenhagen.,Nrrebro,0
642608255500601709,462679857,Modern apartment at Østerbro in a calm area,sterbro,4
643073765784695455,10965553,Beautiful apartment in central Copenhagen,Vesterbro-Kongens Enghave,3
643170682384432233,186900846,Central appartment at Nyhavn in a calm backyard,Indre By,2
643175170962853519,15308648,Amazing apartment in the center of Copenhagen,Indre By,0
643210453880808094,58804920,Smuk kunstnerlejlighed nær Centrum,sterbro,0
643237670839498726,184186657,Cosy Apartment in Copenhagen. 2-4 people,Nrrebro,0
643291224734064178,17181184,Flat with balcony in Østerbro,sterbro,0
643298784279030314,79842295,"Stor lejlighed, centralt beliggende, tæt på vandet",Vesterbro-Kongens Enghave,2
643322562434411169,12859940,Lovely flat in Copenhagen,Nrrebro,4
643418153147204661,82478350,Charmerende byhus på Østerbro,sterbro,2
643432815190273612,62127091,Central 2 room apartment,Nrrebro,0
643448460858056119,30697691,"Stor familievenlig bylejlighed - Uforstyrret, lys,",Bispebjerg,2
643486454103599396,12799163,Wonderful oasis close to Copenhagen city and beach,Amager Vest,4
643821647982098771,461726397,Cheap 1-room hotel room,Indre By,0
643840916665734283,461726397,Cheap hotel room for two people with a doublebed,Indre By,0
643870666535139857,2106995,Studio in Vesterbro close to Metro and S-train,Vesterbro-Kongens Enghave,3
643896029995639359,16200173,Idyllic 3-bedroom home in Copenhagen,Bispebjerg,1
643901208566054929,71502760,Luksus lejlighed i Københavns kanalby Sluseholmen,Vesterbro-Kongens Enghave,3
643944177969550828,187610263,Cozyness - vintage apartment at nørrebro - nørrebr,Nrrebro,4
644001016752652530,23522477,Rummelig familievilla,Vanlse,2
644206572891201740,683822,Spacious apt in the historical part of town,Indre By,1
644225791037072475,143562546,Cozy apartment with soul,Nrrebro,0
644255542193713438,411717983,111 m2 børnevenlig lejlighed tæt på natur og Metro,sterbro,4
644593817206110172,41267256,Unique place in the hippest street in Cph,Nrrebro,0
644599750397361408,276226769,Wonderful apartment in attractive Islands Brygge,Amager Vest,1
644637293586122546,417656232,2-værelses m. køkken-alrum og altan i  København,Vesterbro-Kongens Enghave,3
644756494502097624,284600004,Lys tag lejlighed med elevator central i København,sterbro,0
644792551479922176,67022638,Very spacious apartment close to everything!,Amager st,2
644908530573970145,7312484,"Big, bright & just renovated: Best location in CPH",Vesterbro-Kongens Enghave,1
644966662218736843,198230745,Skøn lejlighed på Frederiksberg med lille altan,Valby,0
644983523593192713,14245180,Marvellous Green Room for Long Term Living,Bispebjerg,0
645433594387369677,461726397,Cheap single hotel room,Indre By,0
645571352955723689,17046600,Skøn lejlighed i København,Indre By,0
645584679529829902,15991430,Luksuriøs lejlighed med privat gårdhave.,Amager Vest,0
645585640442579779,92786635,Very central and charming apartment in Vesterbro,Vesterbro-Kongens Enghave,3
645604535765498898,22874729,Familielejlighed med to altaner og gårdhave,Nrrebro,0
